,INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED
1139,CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),37604.0,41471,66837.0,93989,53139.0,57204,37604.0,56843,50699.0,56479,79143.0,79143,103691.0,121057,75286.0,123315,39685.0,41471,75000,JNTUH
1140,CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),34725.0,34925,72820.0,72820,49929.0,49929,45448.0,45448,45006.0,47734,67975.0,99331,96983.0,120167,79948.0,125465,35392.0,35740,75000,JNTUH
1141,CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSE,COMPUTER SCIENCE AND ENGINEERING,22634.0,22634,44440.0,44440,32668.0,38736,22634.0,80097,31424.0,31424,51981.0,65122,61839.0,65312,49639.0,68694,26212.0,26212,75000,JNTUH
1142,CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",34404.0,35297,67722.0,78614,45057.0,46151,69495.0,69495,44927.0,45260,63191.0,63191,93408.0,118628,67069.0,122920,35683.0,37511,75000,JNTUH
1143,CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,38156.0,46784,102125.0,113620,62976.0,68587,38156.0,56578,62075.0,62075,107314.0,116368,121208.0,125439,94542.0,113190,53618.0,53618,75000,JNTUH
1144,CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,INF,INFORMATION TECHNOLOGY,34597.0,36440,75104.0,91245,51718.0,57696,48748.0,48748,48177.0,51435,77648.0,77648,93263.0,119208,74012.0,79625,34597.0,36449,75000,JNTUH
1145,CMRP,C M R COLL OF PHARMACY,KANDLAKOYA,MDL,COED,PVT,2005,PHD,PHARM - D (M.P.C. STREAM),35477.0,45110,35477.0,45110,35477.0,45110,35477.0,45110,35477.0,45110,35477.0,45110,35477.0,45110,59937.0,59937,96440.0,96440,100000,JNTUH
1146,CMRP,C M R COLL OF PHARMACY,KANDLAKOYA,MDL,COED,PVT,2005,PHM,B. PHARMACY (M.P.C. STREAM),47760.0,89517,47760.0,89517,47760.0,89517,47760.0,89517,47760.0,89517,47760.0,89517,89517.0,89517,47760.0,89517,47760.0,89517,90000,JNTUH
1147,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,42377.0,55452,99665.0,118465,114493.0,125270,100061.0,100061,112615.0,112615,90073.0,95649,123878.0,124087,80515.0,105009,96334.0,96334,150000,JNTUH
1148,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),6690.0,8354,19735.0,28821,10051.0,15276,6690.0,8354,12077.0,15111,18086.0,31949,29149.0,34312,23605.0,28910,7641.0,9129,150000,JNTUH
1149,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),4860.0,7788,17127.0,17127,9765.0,12324,4860.0,41597,10125.0,11174,18919.0,37544,28339.0,28339,20525.0,23730,6447.0,8259,150000,JNTUH
1150,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,5161.0,6038,15216.0,17317,7119.0,7588,9734.0,9734,8181.0,8889,14440.0,19210,21196.0,26028,16245.0,29151,5406.0,6146,150000,JNTUH
1151,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",5865.0,6120,19215.0,27735,8414.0,9230,21460.0,21460,8607.0,12187,17758.0,21704,22606.0,30033,19229.0,22662,6402.0,6402,150000,JNTUH
1152,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,11687.0,12152,34611.0,37399,20170.0,30137,11687.0,30710,19441.0,29531,36853.0,39444,47172.0,60084,32820.0,34252,12733.0,13180,150000,JNTUH
1153,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,23559.0,39911,55170.0,93438,71178.0,80559,49533.0,49533,47975.0,49196,78582.0,83813,96579.0,119421,65960.0,76779,35528.0,39911,150000,JNTUH
1154,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,EIE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,47194.0,61249,92212.0,92212,115161.0,115161,78458.0,78458,88324.0,88324,89581.0,89581,114716.0,114716,98209.0,98209,61278.0,61278,150000,JNTUH
1155,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,7073.0,8514,25072.0,29229,13005.0,13116,7073.0,8514,13474.0,16766,22709.0,31635,35415.0,36261,12419.0,36182,7447.0,8840,150000,JNTUH
1156,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,47411.0,64015,108155.0,108155,116596.0,116596,47411.0,64015,112795.0,112795,125303.0,125303,123269.0,124369,114715.0,116321,77822.0,77822,150000,JNTUH
1157,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,AI,ARTIFICIAL INTELLIGENCE,12313.0,12319,33291.0,33291,19645.0,19645,50723.0,50723,18803.0,19696,24260.0,49946,37985.0,50038,31363.0,31363,12568.0,13200,135000,ANURAG UNIVERSITY
1158,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,CHE,CHEMICAL ENGINEERING,58375.0,89730,58375.0,89730,82059.0,94114,58375.0,89730,76601.0,89730,58375.0,89730,102667.0,123997,123487.0,123487,88527.0,89730,135000,ANURAG UNIVERSITY
1159,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,CIV,CIVIL ENGINEERING,43811.0,90946,97084.0,97084,90849.0,104957,43811.0,90946,108906.0,108906,105684.0,105684,124117.0,124117,122032.0,125580,43811.0,90946,135000,ANURAG UNIVERSITY
1160,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,9207.0,10393,21730.0,25179,16075.0,16075,38955.0,38955,14268.0,16612,24822.0,32689,28878.0,33537,23510.0,33925,10050.0,11211,135000,ANURAG UNIVERSITY
1161,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,27166.0,27166,58737.0,94327,43704.0,48022,49810.0,49810,36934.0,44327,67271.0,96172,86154.0,101563,56585.0,80659,27166.0,31008,135000,ANURAG UNIVERSITY
1162,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,44115.0,49196,114578.0,117189,116265.0,116265,44115.0,114342,86983.0,105827,112815.0,112815,123653.0,124960,91551.0,118614,75650.0,83223,135000,ANURAG UNIVERSITY
1163,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,13971.0,15488,30462.0,33480,20477.0,22929,52759.0,52759,18736.0,18798,26398.0,38001,46701.0,53660,35642.0,52989,13971.0,15488,135000,ANURAG UNIVERSITY
1164,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,87035.0,118127,109249.0,118127,116336.0,118127,87035.0,118127,87035.0,118127,115219.0,118127,125424.0,125424,122658.0,125955,87035.0,118127,135000,ANURAG UNIVERSITY
1165,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,PHD,PHARM - D (M.P.C. STREAM),112795.0,112795,112795.0,112795,112795.0,112795,112795.0,112795,112795.0,112795,112795.0,112795,112795.0,112795,124954.0,124954,112795.0,112795,68000,ANURAG UNIVERSITY
1166,DARE,DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,KHAMMAM,KHM,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,90721.0,102983,90721.0,102983,118321.0,118321,90721.0,102983,90721.0,115412,90721.0,102983,118910.0,125521,123357.0,123357,90721.0,102983,50000,JNTUH
1167,DIPS,DHANVANTHARI INST OF PHARM SCI,KOTHAGUDEM,KGM,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),53392.0,53392,53392.0,53392,53392.0,53392,53392.0,53392,53392.0,53392,53392.0,53392,53392.0,53392,53392.0,53392,53392.0,53392,52000,JNTUH
1168,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2006,CIV,CIVIL ENGINEERING,116822.0,116822,116822.0,116822,116822.0,116822,116822.0,116822,116822.0,116822,116822.0,116822,123754.0,123754,116822.0,116822,116822.0,116822,60000,JNTUH
1169,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2006,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),83190.0,83190,104904.0,116319,101845.0,114926,83190.0,83190,108603.0,108603,106539.0,106539,125960.0,125960,125123.0,125123,83190.0,106696,60000,JNTUH
1170,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2006,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),78348.0,78348,102271.0,102271,93932.0,113973,78348.0,102768,91152.0,104734,89876.0,89876,125361.0,125377,115797.0,115797,80987.0,96187,60000,JNTUH
1171,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,49766.0,56552,116420.0,116420,110286.0,118086,106731.0,106731,118135.0,118135,110840.0,117211,124200.0,125482,118536.0,125243,69482.0,84053,60000,JNTUH
1172,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,76127.0,76127,98109.0,110221,115907.0,115907,100699.0,100699,95730.0,95730,114260.0,114260,125758.0,125758,122510.0,122510,84032.0,114310,60000,JNTUH
1173,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),71997.0,80077,99866.0,109006,89586.0,109290,71997.0,80077,90285.0,103146,76232.0,116232,125200.0,125200,124115.0,124115,75649.0,85876,60000,JNTUH
1174,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,CSE,COMPUTER SCIENCE AND ENGINEERING,50391.0,50391,116284.0,116284,116023.0,116023,50391.0,50391,98349.0,104998,110857.0,110857,125383.0,126115,118731.0,122961,69613.0,69613,60000,JNTUH
1175,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",63120.0,63120,107132.0,112531,92250.0,92250,82588.0,82588,90403.0,90403,68314.0,101708,124125.0,124125,71283.0,71283,90836.0,90836,60000,JNTUH
1176,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,57794.0,77795,115243.0,115243,114088.0,115392,57794.0,77795,113874.0,115973,117450.0,117450,117689.0,119613,94994.0,94994,109479.0,109479,60000,JNTUH
1177,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,MEC,MECHANICAL ENGINEERING,112598.0,113601,112598.0,113601,112598.0,113601,112598.0,113601,112598.0,113601,112598.0,113601,112598.0,123356,112598.0,113601,112598.0,113601,60000,JNTUH
1178,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CIV,CIVIL ENGINEERING,113778.0,113778,113778.0,113778,113778.0,113778,113778.0,113778,113778.0,113778,113778.0,113778,123162.0,123162,113778.0,113778,113778.0,113778,60000,JNTUH
1179,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),82191.0,109107,109836.0,117926,82191.0,109107,82191.0,109107,91188.0,109107,82191.0,114655,122647.0,124418,116462.0,122292,82191.0,109107,60000,JNTUH
1180,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),80077.0,80077,114481.0,116329,93662.0,107549,80077.0,80077,105973.0,112854,80077.0,80077,121926.0,122860,125999.0,125999,104919.0,112570,60000,JNTUH
1181,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,51499.0,51499,116248.0,116591,118471.0,118471,51499.0,51499,116874.0,116874,92030.0,117423,124534.0,125084,124480.0,125006,109507.0,109507,60000,JNTUH
1182,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",89594.0,112423,89594.0,115853,89594.0,112423,89594.0,112423,116549.0,116549,98772.0,112423,121829.0,125726,123207.0,123207,116996.0,116996,60000,JNTUH
1183,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,95372.0,110854,117899.0,117899,95372.0,116319,95372.0,110854,110934.0,110934,110799.0,110854,95372.0,110854,123859.0,123859,95372.0,110854,60000,JNTUH
1184,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,118031.0,118031,118031.0,118031,118031.0,118031,118031.0,118031,118031.0,118031,118031.0,118031,122577.0,122577,118031.0,118031,118031.0,118031,60000,JNTUH
1185,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,90870.0,90870,90870.0,90870,110984.0,110984,90870.0,90870,125552.0,125552,90870.0,90870,125813.0,125813,119265.0,124890,90870.0,90870,100000,JNTUH
1186,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,CIV,CIVIL ENGINEERING,107397.0,107397,107397.0,107397,107397.0,107397,107397.0,107397,107397.0,107397,107397.0,107397,118710.0,125814,121949.0,121949,107397.0,107397,100000,JNTUH
1187,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,101703.0,101703,115854.0,116218,108938.0,108938,102731.0,102731,116261.0,116261,105876.0,107397,103388.0,103388,101703.0,113140,101703.0,101703,100000,JNTUH
1188,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",88656.0,88656,121949.0,121949,125813.0,125813,88656.0,88656,97581.0,97581,111958.0,111958,123152.0,124198,118790.0,118790,88656.0,88656,100000,JNTUH
1189,GCPK,GEETHANJALI COLL OF PHARM,KEESARA,MDL,COED,PVT,2007,PHD,PHARM - D (M.P.C. STREAM),42882.0,45464,42882.0,45464,42882.0,45464,42882.0,45464,42882.0,45464,42882.0,45464,42882.0,45464,42882.0,45464,42882.0,45464,110000,JNTUH
1190,GCPK,GEETHANJALI COLL OF PHARM,KEESARA,MDL,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),125995.0,125995,125995.0,125995,125995.0,125995,125995.0,125995,125995.0,125995,125995.0,125995,125995.0,125995,125995.0,125995,125995.0,125995,70000,JNTUH
1191,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CIV,CIVIL ENGINEERING,99908.0,99908,116541.0,121597,115072.0,115072,99908.0,99908,99908.0,115072,115072.0,115072,125202.0,125202,126003.0,126003,99908.0,99908,120000,JNTUH
1192,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),23994.0,24243,29396.0,84091,40019.0,52266,23994.0,24243,37387.0,43175,72866.0,72866,86005.0,122234,76541.0,76541,26561.0,26561,120000,JNTUH
1193,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),25663.0,29963,57511.0,72957,38902.0,41323,25663.0,29963,38048.0,51903,53906.0,60118,85734.0,111394,58218.0,92811,25663.0,29963,120000,JNTUH
1194,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,19495.0,19495,38954.0,39522,31794.0,31794,39254.0,39254,25439.0,34792,59088.0,59088,53558.0,58628,58656.0,65123,22331.0,22331,120000,JNTUH
1195,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",23870.0,26362,46813.0,53428,37019.0,39702,87749.0,87749,35648.0,52530,79172.0,87008,64911.0,95562,71106.0,121341,23976.0,26362,120000,JNTUH
1196,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),31573.0,33667,99895.0,99895,43935.0,51373,31573.0,33667,52670.0,56618,86768.0,88661,110139.0,110183,80797.0,115033,31573.0,38055,120000,JNTUH
1197,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45673.0,45673,116064.0,116064,62899.0,64699,63779.0,68924,64489.0,64489,110284.0,116113,120737.0,121643,95239.0,122883,49995.0,49995,120000,JNTUH
1198,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,67066.0,68924,111474.0,111474,114341.0,118052,104857.0,104857,102385.0,116695,67066.0,122524,124434.0,124434,100574.0,101381,67066.0,117990,120000,JNTUH
1199,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,64639.0,111172,64639.0,111172,107635.0,111172,64639.0,111172,99616.0,117377,64639.0,111172,124815.0,124815,125968.0,125968,64639.0,111172,120000,JNTUH
1200,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),39766.0,67766,113713.0,114977,114656.0,114868,92511.0,92511,92442.0,116263,114445.0,114445,91001.0,124379,123546.0,125858,87855.0,97186,70000,JNTUH
1201,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,44652.0,52446,111967.0,111967,101752.0,108919,100355.0,100355,95628.0,116726,64755.0,101572,124839.0,125349,121872.0,121872,79704.0,79704,70000,JNTUH
1202,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",68184.0,68184,112843.0,112843,111330.0,115070,82351.0,115560,113303.0,117920,102799.0,102799,123456.0,123574,124260.0,124260,97343.0,102805,70000,JNTUH
1203,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,58271.0,61153,93170.0,93170,97269.0,109161,58271.0,61153,115641.0,115641,58271.0,85566,122614.0,122614,125965.0,125965,105772.0,110811,70000,JNTUH
1204,GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MDL,GIRLS,PVT,2021,CSE,COMPUTER SCIENCE AND ENGINEERING,,18403,,42906,,29083,,27888,,27880,,67582,,79963,,85861,,19404,70000,OU
1205,GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MDL,GIRLS,PVT,2021,INF,INFORMATION TECHNOLOGY,,24869,,72190,,41960,,44787,,43758,,84747,,119606,,122284,,24869,70000,OU
1206,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,24941.0,27804,61546.0,95211,42553.0,44550,77159.0,77159,33062.0,35595,37997.0,75582,81376.0,121337,51817.0,90392,24941.0,27804,120000,JNTUH
1207,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CIV,CIVIL ENGINEERING,101099.0,106952,118199.0,118199,101099.0,111472,101099.0,106952,114606.0,118465,124935.0,124935,124943.0,124943,124597.0,124597,101099.0,106952,120000,JNTUH
1208,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),19196.0,20465,37039.0,64794,36461.0,43337,19196.0,20465,28967.0,35413,64791.0,64791,65535.0,68242,43759.0,44848,19610.0,21147,120000,JNTUH
1209,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CSE,COMPUTER SCIENCE AND ENGINEERING,13503.0,16654,33483.0,46843,22008.0,24506,66322.0,66322,22788.0,22788,38936.0,44887,43637.0,60027,27011.0,53705,15497.0,16654,120000,JNTUH
1210,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",17568.0,18012,40382.0,57046,28818.0,32124,17568.0,18012,27096.0,27096,56632.0,89869,59531.0,79469,40936.0,40936,19249.0,19535,120000,JNTUH
1211,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,30249.0,30249,73835.0,99545,62188.0,71584,30249.0,60969,47124.0,58981,113679.0,113679,100057.0,100057,66528.0,102646,37881.0,48650,120000,JNTUH
1212,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,65670.0,65670,113974.0,113974,110392.0,110392,65670.0,65670,104896.0,109314,117267.0,117267,123880.0,126028,89043.0,114902,87741.0,113443,120000,JNTUH
1213,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,INF,INFORMATION TECHNOLOGY,18135.0,18135,41156.0,71704,33542.0,33542,18135.0,18135,29536.0,29536,48948.0,76781,61484.0,84611,52152.0,52152,18135.0,24400,120000,JNTUH
1214,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),79816.0,93161,79816.0,93161,116510.0,116510,79816.0,93161,114116.0,114116,98939.0,98939,125566.0,125652,125212.0,125212,79816.0,93161,50000,JNTUH
1215,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,63719.0,63719,63719.0,108435,107259.0,111463,63719.0,63719,83775.0,84164,96300.0,96300,123856.0,124865,101310.0,101310,63719.0,63719,50000,JNTUH
1216,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",87663.0,87663,107392.0,108243,117593.0,117593,87663.0,87663,114116.0,117888,113282.0,113282,125582.0,125582,120508.0,120508,87663.0,87663,50000,JNTUH
1217,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),,6309,,20079,,9853,,18582,,10328,,18747,,23263,,20889,,6381,100000,JNTUH
1218,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,,4687,,10359,,6112,,4687,,6147,,9352,,17565,,18057,,5191,100000,JNTUH
