,INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED
195,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,12849.0,12849,30462.0,33190,19063.0,19955,50723.0,50723,16312.0,16312,28539.0,54508,46053.0,53660,35642.0,52989,12991.0,13259,135000,ANURAG UNIVERSITY
196,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,36320.0,117079,55641.0,117079,116336.0,117079,36320.0,117079,111837.0,117079,64783.0,117079,124815.0,124815,122658.0,125955,117208.0,117208,135000,ANURAG UNIVERSITY
197,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2006,CIV,CIVIL ENGINEERING,47145.0,117944,47145.0,117944,47145.0,117944,47145.0,117944,47145.0,117944,47145.0,117944,123754.0,123754,47145.0,117944,47145.0,117944,60000,JNTUH
198,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2006,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),59334.0,59334,111785.0,111785,80110.0,99016,59334.0,59334,71846.0,81834,117248.0,117248,121044.0,121284,125123.0,125123,80332.0,81544,60000,JNTUH
199,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2006,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),65600.0,65600,102271.0,102271,75793.0,78746,65600.0,86391,77158.0,77158,114346.0,114346,125761.0,125761,115097.0,120203,65600.0,71714,60000,JNTUH
200,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,51590.0,56552,94886.0,94886,64667.0,64667,101004.0,101004,58124.0,72560,94832.0,113919,109337.0,109337,84953.0,117513,58465.0,58465,60000,JNTUH
201,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,91499.0,91499,103131.0,117317,92607.0,115308,91893.0,94740,97562.0,97562,99501.0,99501,114640.0,114640,120524.0,120524,91499.0,114310,60000,JNTUH
202,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),76746.0,80077,93109.0,101937,79896.0,84876,76746.0,80077,80021.0,86608,76746.0,116232,125244.0,125244,124968.0,124968,76746.0,80700,60000,JNTUH
203,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,CSE,COMPUTER SCIENCE AND ENGINEERING,49766.0,66200,98978.0,110529,68684.0,69578,49766.0,66200,66134.0,77900,102799.0,102799,118690.0,119208,87939.0,118639,61626.0,66200,60000,JNTUH
204,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",63120.0,63120,107132.0,107132,83497.0,88215,87620.0,87620,88686.0,88686,79172.0,117450,124125.0,124125,118731.0,118731,69613.0,69613,60000,JNTUH
205,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,97727.0,97727,115243.0,115243,114088.0,116909,97727.0,97727,113359.0,114625,105348.0,105348,103393.0,109141,97727.0,97727,109479.0,109479,60000,JNTUH
206,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,99433.0,106886,99433.0,106886,113725.0,113725,99433.0,106886,111622.0,111622,99433.0,106886,99433.0,106886,123332.0,123574,99433.0,106886,60000,JNTUH
207,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,MEC,MECHANICAL ENGINEERING,22146.0,104182,22146.0,104182,22146.0,104182,22146.0,104182,22146.0,104182,22146.0,104182,104182.0,123356,22146.0,104182,22146.0,104182,60000,JNTUH
208,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),117453.0,117453,117453.0,117926,117453.0,117453,117453.0,117453,117453.0,117453,117453.0,117453,121122.0,121122,120299.0,123319,117453.0,117989,60000,JNTUH
209,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),95335.0,95335,114481.0,116329,113090.0,113090,95335.0,113707,108632.0,112761,105500.0,105500,124437.0,124437,95335.0,119287,99993.0,99993,60000,JNTUH
210,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,55976.0,56316,78330.0,78330,71238.0,71238,55976.0,56316,70725.0,75101,110799.0,110799,117417.0,121315,86041.0,108543,75761.0,75761,60000,JNTUH
211,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",89594.0,89594,109171.0,109171,103952.0,117595,89594.0,89594,89922.0,112969,104885.0,104885,124549.0,125726,117725.0,117725,104562.0,116097,60000,JNTUH
212,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,95372.0,95372,114655.0,117123,112568.0,118170,95372.0,95372,99489.0,105131,110799.0,110799,122251.0,124781,123859.0,123859,95372.0,95372,60000,JNTUH
213,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,54287.0,116253,116591.0,116591,99454.0,116253,54287.0,116253,104885.0,116253,54287.0,116253,125582.0,125582,121262.0,121262,54287.0,116253,60000,JNTUH
214,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,95702.0,122270,95702.0,122270,110984.0,122270,95702.0,122270,95702.0,122270,95702.0,122270,95702.0,125023,121949.0,124890,95702.0,122270,100000,JNTUH
215,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,CIV,CIVIL ENGINEERING,117712.0,117712,117712.0,117712,117712.0,117712,117712.0,117712,117712.0,117712,117712.0,117712,118710.0,118710,117712.0,117712,117712.0,117712,100000,JNTUH
216,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,67531.0,67620,114270.0,114270,106204.0,106204,103144.0,103144,111239.0,111239,116261.0,116261,93880.0,93880,90623.0,117439,113624.0,113624,100000,JNTUH
217,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",89649.0,89649,123416.0,124198,125308.0,125308,89649.0,89649,125813.0,125813,98452.0,98452,122150.0,122270,121949.0,121949,89649.0,89649,100000,JNTUH
218,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,111832.0,116782,115016.0,116782,112194.0,116782,111832.0,116782,122098.0,122098,111832.0,116782,122098.0,122098,111832.0,124403,111832.0,116782,100000,JNTUH
219,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,109328.0,117712,109328.0,117712,109328.0,117712,109328.0,117712,109328.0,117712,109328.0,117712,125813.0,125813,109328.0,124890,109328.0,117712,100000,JNTUH
220,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,83537.0,83537,83537.0,83537,83537.0,83537,83537.0,83537,83537.0,83537,83537.0,83537,83537.0,83537,83537.0,83537,83537.0,83537,100000,JNTUH
221,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CIV,CIVIL ENGINEERING,116535.0,116535,116535.0,116535,116535.0,116535,116535.0,116535,116535.0,121585,116535.0,116535,116535.0,116535,124609.0,124609,116535.0,116535,120000,JNTUH
222,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),24163.0,26362,29396.0,49405,33817.0,35605,24163.0,26362,32417.0,32417,72866.0,72866,78069.0,84579,76560.0,76560,26561.0,26561,120000,JNTUH
223,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),20172.0,22479,46487.0,46487,31794.0,31794,20172.0,22479,31876.0,31876,53906.0,54200,71317.0,72100,51341.0,69945,24143.0,26095,120000,JNTUH
224,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,16395.0,16395,35271.0,35271,22594.0,22594,39254.0,39254,20822.0,25380,45074.0,51064,50214.0,52210,37244.0,44310,18492.0,18492,120000,JNTUH
225,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",22094.0,23356,42510.0,46893,31131.0,31822,87749.0,87749,32229.0,35753,55402.0,60118,66698.0,95562,45110.0,76823,24064.0,24064,120000,JNTUH
226,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),33548.0,33667,71680.0,76332,40322.0,40322,33548.0,33667,41418.0,46270,86768.0,96339,100375.0,110183,80797.0,115033,33548.0,37519,120000,JNTUH
227,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45673.0,45673,96636.0,96636,61272.0,62499,59769.0,60924,59614.0,59614,110284.0,110284,120737.0,120737,93472.0,121760,53709.0,53709,120000,JNTUH
228,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,80409.0,80409,109095.0,118261,96634.0,96634,92743.0,92743,97499.0,107484,80409.0,112463,124434.0,125694,121914.0,123454,106326.0,117990,120000,JNTUH
229,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,58100.0,113518,58100.0,113518,115541.0,115541,58100.0,113518,58100.0,116535,58100.0,113518,123311.0,123311,125881.0,125881,58100.0,113518,120000,JNTUH
230,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CIV,CIVIL ENGINEERING,87566.0,115406,95336.0,115406,87566.0,115406,87566.0,115406,87566.0,115406,87566.0,115406,125232.0,125232,125221.0,125221,87566.0,115406,70000,JNTUH
231,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,32462.0,32462,96347.0,102944,46647.0,48914,32462.0,32462,49182.0,51487,58988.0,58988,62491.0,65412,45523.0,55596,50612.0,50612,70000,JNTUH
232,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",58524.0,67581,94812.0,94812,96778.0,96778,82351.0,105790,83384.0,100348,62823.0,67581,123133.0,123579,84785.0,84785,67654.0,99222,70000,JNTUH
233,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,59550.0,61153,115098.0,115098,113019.0,116918,59550.0,61153,77644.0,84575,59550.0,85566,123546.0,123546,96925.0,96925,94124.0,110811,70000,JNTUH
234,GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,MEC,MECHANICAL ENGINEERING,110610.0,110610,110610.0,110610,110610.0,110610,110610.0,110610,110610.0,110610,110610.0,110610,122367.0,122367,122367.0,122367,110610.0,110610,70000,JNTUH
235,GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MDL,GIRLS,PVT,2021,CSE,COMPUTER SCIENCE AND ENGINEERING,,14868,,42906,,24722,,56089,,22235,,66286,,65171,,49268,,17533,70000,OU
236,GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MDL,GIRLS,PVT,2021,INF,INFORMATION TECHNOLOGY,,21840,,69008,,30838,,91824,,29790,,84747,,119606,,122284,,22613,70000,OU
237,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,16755.0,19671,41156.0,64526,26313.0,26313,56726.0,56726,22571.0,22571,39948.0,39948,61292.0,62928,47237.0,79017,19384.0,19671,120000,JNTUH
238,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CIV,CIVIL ENGINEERING,96454.0,96454,121259.0,121259,121767.0,121767,96454.0,96454,115960.0,118465,125367.0,125367,122320.0,125461,119399.0,120962,118214.0,118214,120000,JNTUH
239,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),16161.0,19315,37039.0,55637,26507.0,27644,16161.0,19315,25909.0,26135,37997.0,37997,43513.0,53774,43759.0,44848,18088.0,19315,120000,JNTUH
240,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CSE,COMPUTER SCIENCE AND ENGINEERING,12138.0,12157,22992.0,30430,17184.0,17496,52759.0,64187,17389.0,18480,24822.0,24822,34621.0,35276,25823.0,32986,14166.0,14166,120000,JNTUH
241,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",13503.0,13503,36633.0,36633,19552.0,20082,13503.0,13503,20180.0,20180,38762.0,38762,37407.0,52484,29866.0,40169,15311.0,15311,120000,JNTUH
242,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,30249.0,30249,66783.0,72605,41666.0,45879,30249.0,77159,43117.0,43117,75331.0,75331,102459.0,102459,70021.0,102646,34665.0,35785,120000,JNTUH
243,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,65670.0,65670,115772.0,117634,90627.0,93731,65670.0,65670,65670.0,108732,100893.0,100893,122455.0,125555,84833.0,119987,90873.0,91872,120000,JNTUH
244,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,INF,INFORMATION TECHNOLOGY,16465.0,16784,40756.0,40756,21643.0,24227,16465.0,16784,23546.0,25314,46078.0,76781,57234.0,84611,47221.0,47221,18733.0,18733,120000,JNTUH
245,GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,MEC,MECHANICAL ENGINEERING,114864.0,114864,114864.0,114864,116265.0,116265,117580.0,117580,115868.0,115868,116265.0,116265,126049.0,126049,121155.0,125153,114864.0,114864,120000,JNTUH
246,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),61887.0,61887,61887.0,61887,118223.0,118223,61887.0,61887,96520.0,110343,98939.0,98939,122733.0,122733,97389.0,124909,61887.0,61887,50000,JNTUH
247,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,35853.0,51310,105783.0,113122,89569.0,89569,35853.0,51310,85583.0,85850,96300.0,96300,122315.0,124865,81791.0,81791,90311.0,99408,50000,JNTUH
248,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",50989.0,83351,116087.0,116087,114116.0,114116,50989.0,83351,98941.0,114737,113282.0,113282,125650.0,125650,120508.0,124145,117971.0,117971,50000,JNTUH
249,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,78821.0,78821,115091.0,115091,112924.0,112924,78821.0,78821,112824.0,115255,78821.0,78821,124155.0,124155,78821.0,124155,78821.0,78821,50000,JNTUH
250,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,114273.0,118036,114273.0,118036,122987.0,122987,114273.0,118036,114273.0,118036,114273.0,118036,126088.0,126088,114273.0,118036,114273.0,118036,50000,JNTUH
251,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),,4729,,14787,,7005,,18582,,7619,,18747,,21598,,22298,,5678,100000,JNTUH
252,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,,3229,,8796,,5078,,3229,,5375,,9352,,13743,,15193,,3578,100000,JNTUH
253,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",,4175,,13266,,6732,,4175,,6440,,14989,,17355,,18057,,5052,100000,JNTUH
254,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CST,COMPUTER SCIENCE AND TECHNOLOGY,,7484,,26514,,10425,,7484,,11340,,22865,,40297,,25126,,8463,100000,JNTUH
255,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,,11502,,33782,,20055,,99472,,18138,,50962,,53341,,47197,,12435,100000,JNTUH
256,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,,30589,,92895,,54073,,30589,,47274,,102760,,117529,,56577,,44677,100000,JNTUH
257,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,ETM,ELECTRONICS AND TELEMATICS,,32635,,74889,,41215,,46187,,44327,,66771,,123035,,119648,,42908,100000,JNTUH
258,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,INF,INFORMATION TECHNOLOGY,,6706,,20572,,9963,,16178,,10497,,21687,,37648,,37809,,7355,100000,JNTUH
259,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CIV,CIVIL ENGINEERING,47322.0,48842,72526.0,86407,85337.0,85337,47322.0,48842,70218.0,88919,91979.0,104445,101105.0,115283,78032.0,79552,91871.0,91871,130000,JNTUH
260,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,5647.0,6121,14474.0,21285,8874.0,9793,29931.0,29931,8608.0,12015,16686.0,16686,28616.0,33596,25591.0,27262,5776.0,7630,130000,JNTUH
261,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),4220.0,5165,11069.0,14327,7449.0,7479,10971.0,10971,7647.0,9084,13596.0,22304,21179.0,26038,13778.0,13778,5382.0,5908,130000,JNTUH
262,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,3260.0,4274,10007.0,10430,5082.0,6048,9427.0,9427,5756.0,6462,8871.0,11936,14203.0,16428,12086.0,13552,4692.0,5018,130000,JNTUH
263,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",4571.0,4896,10460.0,14022,6845.0,7118,13731.0,13731,7454.0,9097,14730.0,16512,20919.0,23404,18033.0,26418,5222.0,5551,130000,JNTUH
264,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,8895.0,11687,20276.0,30914,11674.0,16832,8895.0,45720,14745.0,17024,23630.0,26983,37448.0,44430,29413.0,29413,10917.0,11687,130000,JNTUH
265,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,26709.0,33786,67718.0,67718,43420.0,43420,26709.0,33786,30106.0,49196,80233.0,96407,71825.0,83762,41822.0,41822,30885.0,33786,130000,JNTUH
266,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,6398.0,7418,14778.0,17317,10051.0,10051,18185.0,18185,9624.0,12187,18172.0,28574,26712.0,31938,20608.0,32257,6977.0,7513,130000,JNTUH
267,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,43256.0,73861,93651.0,104336,84835.0,89636,77060.0,77060,74145.0,115170,85813.0,85813,119581.0,119581,81445.0,81445,69516.0,73861,130000,JNTUH
268,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,21542.0,21841,39348.0,51937,27435.0,35007,84567.0,84567,30781.0,36172,29955.0,29955,46776.0,72725,25142.0,53590,24820.0,25204,120000,JNTUH
269,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,105681.0,105681,117414.0,117414,105681.0,111317,105681.0,105681,105681.0,118465,105681.0,105681,126084.0,126084,123186.0,123989,118076.0,118076,120000,JNTUH
270,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),22505.0,24594,40637.0,55266,30678.0,34679,111952.0,111952,28998.0,28998,37081.0,37081,55543.0,69617,34862.0,59698,23711.0,24594,120000,JNTUH
271,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),19906.0,21668,37374.0,37374,23691.0,28793,19906.0,85741,24460.0,24460,47740.0,47740,44996.0,65209,45410.0,45410,20564.0,21668,120000,JNTUH
272,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,15332.0,16500,32997.0,39509,21338.0,21982,41008.0,65371,20611.0,21240,33206.0,41636,42951.0,42951,24154.0,33591,17145.0,17145,120000,JNTUH
273,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",17079.0,21255,36685.0,40484,22910.0,27725,17079.0,21255,24025.0,24025,34927.0,34927,39787.0,44756,26695.0,26695,18053.0,21404,120000,JNTUH
274,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),29172.0,29172,52847.0,66855,37355.0,41302,29172.0,44745,34146.0,42322,64034.0,64034,97756.0,105199,58917.0,78888,29172.0,31442,120000,JNTUH
275,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,47324.0,47324,90012.0,102750,56793.0,60031,84543.0,84543,57666.0,59751,96851.0,108864,120835.0,125302,74540.0,112769,49637.0,49776,120000,JNTUH
