S.No,Institute Code,Institute Name,Place,Dist. Name,Region,CollegeType,Minority,Co-Educ.,Affil.to,BranchCode,fee,Convener Seats
171,CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CSE,60000,84
172,CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CSM,60000,42
173,CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,ECE,60000,42
174,CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,EEE,60000,42
175,CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JGN,OU,PVT,CHR,COED,JNTUH,CIV,62000,42
176,CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JGN,OU,PVT,CHR,COED,JNTUH,CSE,62000,84
177,CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JGN,OU,PVT,CHR,COED,JNTUH,CSM,62000,42
178,CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JGN,OU,PVT,CHR,COED,JNTUH,ECE,62000,63
179,CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JGN,OU,PVT,CHR,COED,JNTUH,EEE,62000,42
180,CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JGN,OU,PVT,CHR,COED,JNTUH,MEC,62000,21
181,CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSD,105000,126
182,CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSE,105000,168
183,CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSM,105000,126
184,CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,ECE,105000,84
185,CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,INF,105000,84
186,CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CIV,115000,42
187,CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSC,115000,84
188,CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSD,115000,42
189,CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSE,115000,168
190,CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSM,115000,126
191,CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,ECE,115000,168
192,CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,EEE,115000,42
193,CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,MEC,115000,42
194,CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSD,110000,126
195,CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSE,110000,168
196,CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSM,110000,126
197,CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,ECE,110000,126
198,CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSD,75000,126
199,CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSE,75000,168
200,CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,CSM,75000,126
201,CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,ECE,75000,84
202,CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,OU,PVT,NA,COED,JNTUH,INF,75000,84
203,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CIV,150000,21
204,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSC,150000,42
205,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSD,150000,84
206,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,150000,294
207,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSM,150000,84
208,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,150000,84
209,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,EEE,150000,21
210,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,EIE,150000,21
211,CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,MEC,150000,21
212,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,OU,PVT,NA,COED,ANURAG UNIVERSITY,AI,135000,42
213,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,OU,PVT,NA,COED,ANURAG UNIVERSITY,CIV,135000,126
214,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,OU,PVT,NA,COED,ANURAG UNIVERSITY,CSE,135000,168
215,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,OU,PVT,NA,COED,ANURAG UNIVERSITY,ECE,135000,168
216,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,OU,PVT,NA,COED,ANURAG UNIVERSITY,EEE,135000,84
217,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,OU,PVT,NA,COED,ANURAG UNIVERSITY,INF,135000,126
218,CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,OU,PVT,NA,COED,ANURAG UNIVERSITY,MEC,135000,168
219,DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYD,OU,PVT,MUS,COED,OU,CIV,76000,42
220,DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYD,OU,PVT,MUS,COED,OU,CSE,76000,126
221,DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYD,OU,PVT,MUS,COED,OU,ECE,76000,21
222,DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYD,OU,PVT,MUS,COED,OU,EEE,76000,42
223,DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYD,OU,PVT,MUS,COED,OU,EIE,76000,28
224,DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYD,OU,PVT,MUS,COED,OU,ETE,76000,21
225,DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYD,OU,PVT,MUS,COED,OU,INF,76000,42
226,DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYD,OU,PVT,MUS,COED,OU,IPE,76000,28
227,DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYD,OU,PVT,MUS,COED,OU,MEC,76000,42
228,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,OU,PVT,NA,COED,JNTUH,CIV,60000,21
229,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,OU,PVT,NA,COED,JNTUH,CSC,60000,42
230,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,OU,PVT,NA,COED,JNTUH,CSD,60000,42
231,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,OU,PVT,NA,COED,JNTUH,CSE,60000,126
232,DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,OU,PVT,NA,COED,JNTUH,ECE,60000,21
233,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,OU,PVT,NA,COED,JNTUH,CSD,60000,42
234,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,OU,PVT,NA,COED,JNTUH,CSE,60000,84
235,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,OU,PVT,NA,COED,JNTUH,CSM,60000,42
236,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,OU,PVT,NA,COED,JNTUH,ECE,60000,21
237,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,OU,PVT,NA,COED,JNTUH,EEE,60000,21
238,DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,OU,PVT,NA,COED,JNTUH,MEC,60000,21
239,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,OU,PVT,NA,COED,JNTUH,CIV,60000,21
240,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,OU,PVT,NA,COED,JNTUH,CSC,60000,42
241,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,OU,PVT,NA,COED,JNTUH,CSD,60000,42
242,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,OU,PVT,NA,COED,JNTUH,CSE,60000,126
243,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,OU,PVT,NA,COED,JNTUH,CSM,60000,63
244,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,OU,PVT,NA,COED,JNTUH,ECE,60000,21
245,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,OU,PVT,NA,COED,JNTUH,EEE,60000,21
246,ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,OU,PVT,NA,COED,JNTUH,MEC,60000,21
247,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,OU,PVT,NA,COED,JNTUH,AID,100000,42
248,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,OU,PVT,NA,COED,JNTUH,BIO,100000,42
249,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,OU,PVT,NA,COED,JNTUH,CIV,100000,21
250,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,OU,PVT,NA,COED,JNTUH,CSE,100000,63
251,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,OU,PVT,NA,COED,JNTUH,CSG,100000,42
252,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,OU,PVT,NA,COED,JNTUH,CSM,100000,42
253,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,OU,PVT,NA,COED,JNTUH,ECE,100000,21
254,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,OU,PVT,NA,COED,JNTUH,EEE,100000,21
255,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,OU,PVT,NA,COED,JNTUH,MEC,100000,21
256,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,OU,PVT,NA,COED,JNTUH,MIN,100000,21
257,GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,OU,PVT,NA,COED,JNTUH,PHE,100000,21
258,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,CIV,120000,21
259,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,CSC,120000,42
260,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,CSD,120000,84
261,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,CSE,120000,210
262,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,CSM,120000,126
263,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,ECE,120000,126
264,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,EEE,120000,42
265,GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,MEC,120000,21
266,GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MDL,OU,PVT,NA,GIRLS,OU,CS,70000,42
267,GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MDL,OU,PVT,NA,GIRLS,OU,CSE,70000,210
268,GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,AID,120000,84
269,GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CIV,120000,42
270,GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSC,120000,42
271,GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,120000,126
272,GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSM,120000,84
273,GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,120000,84
274,GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,EEE,120000,42
275,GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,INF,120000,42
276,GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,MEC,120000,42
277,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,CSC,50000,42
278,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,CSE,50000,42
279,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,CSM,50000,42
280,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,ECE,50000,21
281,GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,OU,PVT,NA,COED,JNTUH,EEE,50000,21
282,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,OU,PVT,NA,GIRLS,JNTUH,CSD,100000,42
283,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,OU,PVT,NA,GIRLS,JNTUH,CSE,100000,126
284,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,OU,PVT,NA,GIRLS,JNTUH,CSM,100000,42
285,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,OU,PVT,NA,GIRLS,JNTUH,ECE,100000,126
286,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,OU,PVT,NA,GIRLS,JNTUH,EEE,100000,84
287,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,OU,PVT,NA,GIRLS,JNTUH,ETM,100000,42
288,GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,OU,PVT,NA,GIRLS,JNTUH,INF,100000,84
289,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CIV,130000,42
290,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CSB,130000,42
291,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CSD,130000,84
292,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CSE,130000,252
293,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,CSM,130000,126
294,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,ECE,130000,42
295,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,EEE,130000,42
296,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,INF,130000,126
297,GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,OU,PVT,NA,COED,JNTUH,MEC,130000,42
298,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,AID,120000,42
299,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CIV,120000,42
300,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSC,120000,42
301,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSD,120000,84
302,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,120000,210
303,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSM,120000,84
304,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSO,120000,42
305,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,120000,210
306,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,EEE,120000,84
307,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,INF,120000,42
308,GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,MEC,120000,42
309,HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,CSD,90000,42
310,HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,CSE,90000,84
311,HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,CSM,90000,42
312,HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,ECE,90000,42
313,HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,EEE,90000,21
314,HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,MEC,90000,21
315,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,CIV,66000,21
316,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,CSD,66000,84
317,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,CSE,66000,126
318,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,CSM,66000,84
319,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,CSO,66000,42
320,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,ECE,66000,63
321,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,EEE,66000,21
322,HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,OU,PVT,NA,COED,JNTUH,MEC,66000,21
323,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,OU,PVT,NA,COED,JNTUH,ANE,101000,42
324,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,OU,PVT,NA,COED,JNTUH,CIV,101000,21
325,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,OU,PVT,NA,COED,JNTUH,CSC,101000,84
326,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,OU,PVT,NA,COED,JNTUH,CSD,101000,126
327,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,OU,PVT,NA,COED,JNTUH,CSE,101000,168
328,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,OU,PVT,NA,COED,JNTUH,CSM,101000,126
329,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,OU,PVT,NA,COED,JNTUH,ECE,101000,168
330,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,OU,PVT,NA,COED,JNTUH,EEE,101000,21
331,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,OU,PVT,NA,COED,JNTUH,INF,101000,84
332,IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,OU,PVT,NA,COED,JNTUH,MEC,101000,21
333,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,OU,PVT,NA,COED,JNTUH,CIV,62000,21
334,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,OU,PVT,NA,COED,JNTUH,CSC,62000,21
335,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,OU,PVT,NA,COED,JNTUH,CSE,62000,84
336,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,OU,PVT,NA,COED,JNTUH,CSM,62000,42
337,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,OU,PVT,NA,COED,JNTUH,ECE,62000,42
338,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,OU,PVT,NA,COED,JNTUH,EEE,62000,21
339,IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,OU,PVT,NA,COED,JNTUH,MEC,62000,21
340,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,AID,95000,21
341,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CIV,95000,21
342,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSC,95000,21
343,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSD,95000,42
