S.No,Institute Code,Institute Name,Place,Dist. Name,Region,CollegeType,Minority,Co-Educ.,Affil.to,BranchCode,fee,Convener Seats
344,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,95000,126
345,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSM,95000,63
346,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSO,95000,42
347,INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,95000,42
348,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,AID,115000,42
349,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CIV,115000,21
350,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSC,115000,42
351,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSD,115000,84
352,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,115000,168
353,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSI,115000,42
354,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSM,115000,84
355,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSO,115000,42
356,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,115000,84
357,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,EEE,115000,21
358,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,INF,115000,42
359,INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,MEC,115000,21
360,ISLC,ISL ENGINEERING COLLEGE,BANDLAGUDA,HYD,OU,PVT,MUS,COED,OU,AID,65000,84
361,ISLC,ISL ENGINEERING COLLEGE,BANDLAGUDA,HYD,OU,PVT,MUS,COED,OU,CIV,65000,42
362,ISLC,ISL ENGINEERING COLLEGE,BANDLAGUDA,HYD,OU,PVT,MUS,COED,OU,CSE,65000,126
363,ISLC,ISL ENGINEERING COLLEGE,BANDLAGUDA,HYD,OU,PVT,MUS,COED,OU,ECE,65000,21
364,ISLC,ISL ENGINEERING COLLEGE,BANDLAGUDA,HYD,OU,PVT,MUS,COED,OU,INF,65000,63
365,ISLC,ISL ENGINEERING COLLEGE,BANDLAGUDA,HYD,OU,PVT,MUS,COED,OU,MEC,65000,42
366,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,CIV,60000,21
367,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,CSD,60000,84
368,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,CSE,60000,126
369,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,CSM,60000,126
370,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,ECE,60000,84
371,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,EEE,60000,42
372,JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,MEC,60000,21
373,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,AID,110000,42
374,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,AIM,110000,84
375,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,CIV,110000,21
376,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,CSD,110000,21
377,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,CSE,110000,84
378,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,CSM,110000,42
379,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,ECE,110000,84
380,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,ECM,110000,42
381,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,EEE,110000,21
382,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,INF,110000,42
383,JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,MEC,110000,21
384,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CIV,70000,21
385,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CSE,70000,126
386,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CSM,70000,126
387,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,ECE,70000,42
388,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,EEE,70000,42
389,JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,MEC,70000,21
390,JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL,JAGITIAL,JTL,OU,UNIV,NA,COED,JNTUH,CSE,50000,60
391,JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL,JAGITIAL,JTL,OU,UNIV,NA,COED,JNTUH,ECE,50000,60
392,JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL,JAGITIAL,JTL,OU,UNIV,NA,COED,JNTUH,EEE,50000,60
393,JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL,JAGITIAL,JTL,OU,UNIV,NA,COED,JNTUH,INF,50000,60
394,JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL,JAGITIAL,JTL,OU,UNIV,NA,COED,JNTUH,MEC,50000,60
395,JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,SW,SF,NA,COED,CONSTITUENT COLLEGE,BSE,65000,60
396,JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,SW,SF,NA,COED,CONSTITUENT COLLEGE,DTD,65000,60
397,JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,SW,SF,NA,COED,CONSTITUENT COLLEGE,PLG,65000,40
398,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,OU,UNIV,NA,COED,JNTUH,BIO,100000,60
399,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,OU,UNIV,NA,COED,JNTUH,CHE,50000,60
400,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,OU,UNIV,NA,COED,JNTUH,CIV,50000,60
401,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,OU,UNIV,NA,COED,JNTUH,CSC,100000,60
402,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,OU,UNIV,NA,COED,JNTUH,CSE,50000,60
403,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,OU,UNIV,NA,COED,JNTUH,CSM,100000,60
404,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,OU,UNIV,NA,COED,JNTUH,ECE,50000,60
405,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,OU,UNIV,NA,COED,JNTUH,EEE,50000,60
406,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,OU,UNIV,NA,COED,JNTUH,GEO,100000,60
407,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,OU,UNIV,NA,COED,JNTUH,MEC,50000,60
408,JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,OU,UNIV,NA,COED,JNTUH,MET,50000,60
409,JNTHMT,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,OU,SF,NA,COED,JNTUH,CIV,100000,60
410,JNTHMT,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,OU,SF,NA,COED,JNTUH,CSE,100000,60
411,JNTHMT,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,OU,SF,NA,COED,JNTUH,ECE,100000,60
412,JNTHMT,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,OU,SF,NA,COED,JNTUH,EEE,100000,60
413,JNTHMT,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,OU,SF,NA,COED,JNTUH,MMS,100000,30
414,JNTHMT,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,OU,SF,NA,COED,JNTUH,MTE,100000,30
415,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,OU,UNIV,NA,COED,JNTUH,CIV,50000,60
416,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,OU,UNIV,NA,COED,JNTUH,CSE,50000,60
417,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,OU,UNIV,NA,COED,JNTUH,CSM,100000,60
418,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,OU,UNIV,NA,COED,JNTUH,EEE,50000,60
419,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,OU,UNIV,NA,COED,JNTUH,MEC,50000,60
420,JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,OU,UNIV,NA,COED,JNTUH,MIN,50000,60
421,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,AGRAHARAM RAJANNA SIRCILLA,SRC,OU,UNIV,NA,COED,JNTUH,CIV,50000,60
422,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,AGRAHARAM RAJANNA SIRCILLA,SRC,OU,UNIV,NA,COED,JNTUH,CSE,50000,60
423,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,AGRAHARAM RAJANNA SIRCILLA,SRC,OU,UNIV,NA,COED,JNTUH,ECE,50000,60
424,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,AGRAHARAM RAJANNA SIRCILLA,SRC,OU,UNIV,NA,COED,JNTUH,EEE,50000,60
425,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,AGRAHARAM RAJANNA SIRCILLA,SRC,OU,UNIV,NA,COED,JNTUH,MEC,50000,60
426,JNTR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,AGRAHARAM RAJANNA SIRCILLA,SRC,OU,UNIV,NA,COED,JNTUH,TEX,50000,60
427,JNTS,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,SULTANPUR,SRD,OU,UNIV,NA,COED,JNTUH,CIV,50000,60
428,JNTS,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,SULTANPUR,SRD,OU,UNIV,NA,COED,JNTUH,CSE,50000,60
429,JNTS,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,SULTANPUR,SRD,OU,UNIV,NA,COED,JNTUH,CSM,100000,60
430,JNTS,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,SULTANPUR,SRD,OU,UNIV,NA,COED,JNTUH,ECE,50000,60
431,JNTS,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,SULTANPUR,SRD,OU,UNIV,NA,COED,JNTUH,MEC,50000,60
432,JNWN,JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,NARSINGAYAPALLY VILLAGE,WNP,OU,UNIV,NA,COED,JNTUH,CIV,50000,60
433,JNWN,JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,NARSINGAYAPALLY VILLAGE,WNP,OU,UNIV,NA,COED,JNTUH,CSE,50000,60
434,JNWN,JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,NARSINGAYAPALLY VILLAGE,WNP,OU,UNIV,NA,COED,JNTUH,CSM,50000,60
435,JNWN,JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,NARSINGAYAPALLY VILLAGE,WNP,OU,UNIV,NA,COED,JNTUH,ECE,50000,60
436,JNWN,JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,NARSINGAYAPALLY VILLAGE,WNP,OU,UNIV,NA,COED,JNTUH,MEC,50000,60
437,JOGI,JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,CSE,87000,126
438,JOGI,JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,CSM,87000,63
439,JOGI,JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,ECE,87000,42
440,JOGI,JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,EEE,87000,21
441,JOGI,JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,INF,87000,42
442,JOGI,JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,MEC,87000,21
443,JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,JNTUH,AIM,69000,21
444,JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,JNTUH,CIV,69000,21
445,JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,JNTUH,CSE,69000,84
446,JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,JNTUH,ECE,69000,42
447,JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,JNTUH,EEE,69000,42
448,JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,JNTUH,MEC,69000,21
449,KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,OU,PVT,NA,COED,JNTUH,CIV,55000,42
450,KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,OU,PVT,NA,COED,JNTUH,CSE,55000,84
451,KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,OU,PVT,NA,COED,JNTUH,ECE,55000,42
452,KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,OU,PVT,NA,COED,JNTUH,EEE,55000,21
453,KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,OU,PVT,NA,COED,JNTUH,MEC,55000,21
454,KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,OU,PVT,NA,GIRLS,JNTUH,CIV,90000,84
455,KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,OU,PVT,NA,GIRLS,JNTUH,CSE,90000,42
456,KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,OU,PVT,NA,GIRLS,JNTUH,ECE,90000,84
457,KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,OU,PVT,NA,GIRLS,JNTUH,EEE,90000,84
458,KGRH,KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MOINABAD,RR,OU,PVT,NA,COED,JNTUH,CIV,100000,21
459,KGRH,KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MOINABAD,RR,OU,PVT,NA,COED,JNTUH,CSD,100000,42
460,KGRH,KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MOINABAD,RR,OU,PVT,NA,COED,JNTUH,CSE,100000,84
461,KGRH,KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MOINABAD,RR,OU,PVT,NA,COED,JNTUH,CSM,100000,42
462,KGRH,KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MOINABAD,RR,OU,PVT,NA,COED,JNTUH,ECE,100000,42
463,KGRH,KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MOINABAD,RR,OU,PVT,NA,COED,JNTUH,MEC,100000,21
464,KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,CIV,125000,42
465,KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,CSD,125000,42
466,KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,CSE,125000,126
467,KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,CSM,125000,84
468,KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,CSN,125000,84
469,KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,CSO,125000,84
470,KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,ECE,125000,126
471,KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,ECI,125000,42
472,KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,EEE,125000,42
473,KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,INF,125000,84
474,KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,MEC,125000,42
475,KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,OU,PVT,NA,GIRLS,JNTUH,CIV,55000,42
476,KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,OU,PVT,NA,GIRLS,JNTUH,CSE,55000,84
477,KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,OU,PVT,NA,GIRLS,JNTUH,ECE,55000,84
478,KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,OU,PVT,NA,GIRLS,JNTUH,EEE,55000,42
479,KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,CIV,55000,21
480,KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,CSE,55000,42
481,KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,ECE,55000,42
482,KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,EEE,55000,42
483,KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,MEC,55000,21
484,KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,MIN,55000,21
485,KMCE,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSC,62000,42
486,KMCE,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSD,62000,42
487,KMCE,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,62000,84
488,KMCE,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSM,62000,42
489,KMCE,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSO,62000,42
490,KMCE,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,62000,42
491,KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,KACHWANISINGARAM,MDL,OU,PVT,NA,COED,OU,CS,70000,42
492,KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,KACHWANISINGARAM,MDL,OU,PVT,NA,COED,OU,CSE,70000,126
493,KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,KACHWANISINGARAM,MDL,OU,PVT,NA,COED,OU,CSM,70000,84
494,KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,OU,PVT,NA,COED,JNTUH,CSD,103000,42
495,KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,OU,PVT,NA,COED,JNTUH,CSE,103000,294
496,KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,OU,PVT,NA,COED,JNTUH,CSM,103000,126
497,KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,OU,PVT,NA,COED,JNTUH,INF,103000,84
498,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,CIV,65000,21
499,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,CSD,65000,42
500,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,CSE,65000,84
501,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,CSM,65000,42
502,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,ECE,65000,42
503,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,EEE,65000,42
504,KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,MEC,65000,21
505,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CIV,72000,42
506,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSC,72000,42
507,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSD,72000,42
508,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSE,72000,63
